calories,protein_g,carbs_g,fat_g,fiber_g
300.0,19.8,0.46,24.26,0.0
409.0,23.3,2.44,34.0,0.0
316.0,27.35,2.67,20.41,0.0
398.0,24.35,1.91,32.62,0.0
394.0,23.76,2.57,32.11,0.0
393.0,23.19,2.24,32.37,0.0
83.0,6.82,9.03,2.27,0.0
75.0,5.32,9.91,1.74,0.4
85.0,8.03,7.11,2.8,0.2
103.0,11.62,4.6,4.22,0.0
72.0,10.34,6.66,0.29,0.0
82.0,11.0,4.31,2.3,0.0
82.0,11.0,4.31,2.3,0.0
72.0,12.4,2.7,1.0,0.0
85.0,7.3,10.3,1.57,0.3
82.0,11.0,4.31,2.3,0.0
71.0,10.24,6.59,0.29,0.0
74.0,9.41,4.94,1.96,0.2
79.0,9.78,5.63,1.98,0.7
273.0,19.71,5.58,19.08,0.0
389.0,25.6,1.55,31.14,0.0
364.0,21.58,0.12,29.84,0.0
356.0,24.94,2.22,27.44,0.0
413.0,29.81,0.36,32.34,0.0
327.0,20.05,0.49,27.25,0.0
362.0,21.92,2.4,29.34,0.0
282.0,24.69,3.41,19.4,0.0
392.0,22.62,1.9,32.63,0.0
313.0,28.2,0.7,21.6,0.0
296.0,23.7,4.44,20.4,0.0
296.0,23.7,4.44,20.4,0.0
280.0,27.5,3.1,17.1,0.0
368.0,23.41,1.12,30.04,0.0
271.0,24.7,3.5,17.6,0.0
381.0,20.7,4.33,31.26,0.0
299.0,15.86,22.46,15.52,0.0
412.0,29.87,8.36,28.75,0.0
412.0,29.87,8.36,28.75,0.0
356.0,24.94,2.22,27.44,0.0
307.0,16.09,8.85,23.06,0.0
356.0,14.14,3.48,31.7,0.1
357.0,23.45,2.45,28.13,0.0
274.0,24.7,3.5,17.6,0.0
148.0,9.6,6.0,9.46,0.0
393.0,27.0,1.44,31.0,0.0
127.0,28.4,3.4,0.0,0.0
179.0,28.4,3.4,5.1,0.0
374.0,28.4,3.4,27.4,0.0
265.0,14.02,23.66,12.32,1.0
270.0,13.49,25.46,12.9,1.9
297.0,18.09,17.9,16.41,0.6
298.0,16.15,25.02,14.29,0.9
299.0,18.74,15.26,17.61,0.5
296.0,17.87,18.71,16.15,0.6
299.0,16.42,23.96,14.78,0.8
250.0,18.73,23.42,8.64,2.7
296.0,17.87,18.71,16.15,0.6
295.0,19.21,13.9,17.62,1.6
291.0,18.46,17.01,16.17,1.9
292.0,18.22,17.84,16.07,2.0
299.0,18.74,15.26,17.61,0.5
296.0,17.87,18.71,16.15,0.6
298.0,17.6,19.61,16.05,0.7
394.0,5.72,35.52,26.14,1.6
387.0,4.8,38.23,23.88,0.6
399.0,5.29,34.82,26.52,0.5
74.0,0.71,18.79,0.14,1.4
333.0,1.25,80.45,0.73,2.5
71.0,1.04,16.16,0.19,2.1
165.0,0.22,41.97,0.21,3.2
122.0,0.6,28.59,0.91,0.9
245.0,3.17,52.96,2.2,5.1
360.0,0.0,96.7,0.3,2.4
268.0,0.0,94.8,0.4,2.4
272.0,16.78,6.18,20.2,0.1
267.0,17.02,5.08,19.98,0.1
254.0,17.57,2.5,19.48,0.0
276.0,16.95,13.13,17.39,0.2
271.0,17.19,12.01,17.17,0.2
258.0,17.74,9.42,16.67,0.2
282.0,12.36,20.03,16.87,0.9
232.0,11.39,19.98,11.82,1.5
323.0,17.77,15.0,21.28,0.3
314.0,18.03,12.64,21.07,0.3
294.0,18.62,7.15,20.59,0.3
124.0,8.48,10.73,5.18,0.9
85.0,7.58,9.78,1.89,1.6
171.0,10.45,19.65,5.57,0.7
120.0,10.67,7.24,5.41,0.8
182.0,28.06,0.0,7.34,0.0
206.0,25.67,0.0,10.6,0.0
175.0,26.37,0.09,7.67,0.0
176.0,29.56,0.0,5.44,0.0
144.0,28.04,0.0,3.57,0.0
207.0,23.75,4.01,9.9,0.2
176.0,29.62,0.0,5.45,0.0
273.0,19.32,10.72,16.95,0.3
250.0,20.58,7.21,14.79,0.3
213.0,22.77,6.01,10.78,0.2
176.0,29.62,0.0,5.45,0.0
202.0,21.15,7.34,9.15,0.2
178.0,24.33,7.34,4.93,0.2
206.0,25.72,0.0,10.62,0.0
176.0,29.62,0.0,5.45,0.0
175.0,26.37,0.09,7.67,0.0
144.0,28.04,0.0,3.57,0.0
175.0,26.37,0.09,7.67,0.0
144.0,28.04,0.0,3.57,0.0
206.0,25.72,0.0,10.62,0.0
176.0,29.62,0.0,5.45,0.0
181.0,24.7,0.0,8.28,0.0
149.0,27.96,0.0,3.26,0.0
167.0,13.78,9.38,8.21,0.4
107.0,6.48,6.54,6.48,1.4
116.0,4.96,15.12,4.0,1.0
176.0,13.72,24.28,2.66,1.1
208.0,14.9,20.87,7.23,0.9
124.0,8.48,10.73,5.18,0.9
203.0,22.66,0.0,11.83,0.0
206.0,25.65,0.12,11.46,0.0
168.0,23.52,0.0,7.51,0.0
172.0,27.71,0.0,6.76,0.0
205.0,21.04,3.98,11.01,0.2
169.0,23.57,0.0,7.53,0.0
288.0,17.77,12.14,18.76,0.6
247.0,18.3,7.15,15.66,0.3
213.0,21.82,6.12,11.21,0.2
169.0,23.57,0.0,7.53,0.0
200.0,18.68,7.28,10.15,0.2
172.0,19.39,7.28,6.62,0.2
204.0,22.7,0.0,11.85,0.0
169.0,23.57,0.0,7.53,0.0
206.0,25.65,0.12,11.46,0.0
172.0,27.71,0.0,6.76,0.0
206.0,25.65,0.12,11.46,0.0
172.0,27.71,0.0,6.76,0.0
204.0,22.7,0.0,11.85,0.0
169.0,23.57,0.0,7.53,0.0
186.0,22.54,0.0,10.64,0.0
148.0,23.71,0.0,5.9,0.0
137.0,12.79,4.78,7.38,0.3
215.0,19.4,0.2,14.6,0.0
320.0,10.78,26.41,19.09,2.0
281.0,12.17,27.48,13.46,1.7
291.0,13.2,24.66,15.34,1.5
263.0,13.08,26.3,11.7,3.1
275.0,14.01,23.58,13.84,2.7
269.0,12.45,28.11,11.67,1.7
280.0,13.46,25.16,13.82,1.5
251.0,14.62,29.8,8.06,4.4
226.0,21.5,19.4,6.18,0.7
243.0,21.36,17.55,9.05,0.6
210.0,22.46,17.84,4.87,2.1
230.0,22.19,16.17,7.94,1.8
216.0,21.82,19.69,4.84,0.7
235.0,21.64,17.78,7.92,0.6
281.0,12.17,27.48,13.46,1.7
281.0,12.17,27.48,13.46,1.7
299.0,12.68,24.42,16.68,2.0
252.0,20.83,17.3,10.42,1.2
240.0,14.62,14.86,13.58,1.7
151.0,22.31,2.36,5.81,0.0
172.0,12.13,7.17,10.65,1.2
109.0,6.56,18.06,0.91,1.0
280.0,21.31,5.45,19.21,0.1
214.0,23.16,0.0,12.81,0.0
168.0,24.41,0.0,7.13,0.0
226.0,20.99,3.98,13.4,0.2
183.0,23.87,0.0,8.96,0.0
260.0,19.04,5.98,17.2,0.2
183.0,23.92,0.0,8.98,0.0
220.0,18.64,7.28,12.32,0.2
183.0,19.63,7.28,7.79,0.2
228.0,22.65,0.0,14.52,0.0
183.0,23.87,0.0,8.96,0.0
218.0,23.77,0.12,13.63,0.0
185.0,25.54,0.0,9.15,0.0
218.0,23.77,0.12,13.63,0.0
185.0,25.54,0.0,9.15,0.0
228.0,22.65,0.0,14.52,0.0
183.0,23.87,0.0,8.96,0.0
211.0,22.45,0.0,13.44,0.0
164.0,24.1,0.0,7.5,0.0
307.0,15.92,14.93,20.36,0.9
298.0,13.36,17.88,19.23,1.8
304.0,15.15,15.81,20.02,1.2
307.0,15.92,14.93,20.36,0.9
270.0,15.67,22.86,12.9,2.2
307.0,15.92,14.93,20.36,0.9
181.0,9.57,6.31,13.34,0.5
187.0,9.41,6.76,13.8,0.6
146.0,8.95,13.56,6.16,0.6
140.0,7.39,15.24,5.51,0.6
140.0,6.99,15.23,5.67,0.7
136.0,6.92,14.86,5.46,0.8
157.0,11.61,7.6,9.02,0.6
137.0,7.12,15.17,5.44,1.1
148.0,7.73,15.47,6.14,0.7
122.0,7.47,9.04,6.35,0.9
136.0,8.13,12.78,5.86,0.5
135.0,5.67,15.43,5.48,0.4
162.0,11.97,8.01,9.21,0.5
142.0,5.72,15.66,6.18,0.6
149.0,6.46,16.97,5.84,0.2
124.0,9.87,5.54,7.24,0.7
119.0,7.16,6.43,7.45,0.9
123.0,8.72,5.08,7.96,1.1
133.0,10.7,4.39,8.22,1.0
120.0,7.28,6.35,7.81,1.5
119.0,9.83,3.88,7.24,0.9
112.0,7.1,4.47,7.44,1.0
118.0,9.66,2.88,7.78,1.4
95.0,8.18,5.38,4.56,0.9
113.0,7.23,4.42,7.8,1.6
174.0,13.19,6.92,10.62,1.1
63.0,8.52,2.99,1.94,1.0
262.0,20.83,2.59,18.75,0.2
131.0,9.91,11.15,5.43,1.5
83.0,9.78,3.84,3.23,0.8
210.0,22.64,9.29,9.17,0.6
103.0,13.8,2.99,4.22,1.1
140.0,15.51,4.01,7.26,1.3
121.0,10.68,3.54,7.16,0.1
200.0,25.15,0.0,11.01,0.0
183.0,14.0,2.54,13.12,0.7
106.0,10.95,3.0,5.61,0.9
93.0,10.26,3.02,4.52,0.9
66.0,10.85,2.62,1.41,0.8
64.0,10.1,3.04,1.33,1.0
110.0,9.57,8.27,4.1,1.3
174.0,16.25,8.3,8.34,0.8
228.0,13.81,2.73,18.06,0.4
235.0,12.51,6.11,17.91,1.0
111.0,13.32,6.28,3.81,0.9
188.0,13.76,4.02,13.09,0.4
146.0,13.62,5.37,7.84,0.4
128.0,13.75,4.28,6.36,0.4
116.0,13.56,4.93,4.71,0.4
146.0,13.55,4.76,8.15,0.4
146.0,13.55,4.76,8.15,0.4
235.0,13.92,2.88,18.76,0.4
148.0,13.68,5.95,7.95,0.4
104.0,13.04,5.06,3.69,0.8
171.0,11.72,5.59,11.33,0.1
119.0,11.96,6.96,4.79,0.5
173.0,21.77,1.64,8.9,0.0
157.0,19.82,2.75,7.48,0.0
144.0,15.69,8.04,5.55,0.3
136.0,19.29,1.84,5.7,0.1
172.0,20.04,11.74,4.88,0.5
163.0,25.73,1.62,5.96,0.0
115.0,6.31,7.08,6.85,1.2
122.0,6.78,6.36,7.72,1.2
123.0,6.5,6.47,7.9,1.3
128.0,5.65,12.8,6.22,0.8
127.0,5.59,11.62,6.64,0.9
149.0,8.93,15.32,5.97,1.1
130.0,6.13,14.86,5.2,1.0
151.0,8.0,18.11,5.41,1.4
134.0,6.19,14.69,5.84,1.4
132.0,6.09,14.49,5.64,1.1
145.0,8.9,14.16,5.97,1.1
128.0,6.06,13.46,5.64,1.2
129.0,6.08,13.69,5.62,1.1
147.0,7.95,16.59,5.46,1.5
130.0,6.16,13.58,5.84,1.5
133.0,7.57,12.86,5.93,1.3
126.0,4.84,12.14,6.75,1.3
127.0,4.75,12.27,6.82,1.3
132.0,6.21,14.81,5.7,1.7
128.0,4.84,12.18,7.03,1.6
129.0,7.54,11.71,5.93,1.4
126.0,4.79,11.08,7.12,1.4
123.0,4.72,11.17,6.82,1.4
129.0,6.16,13.29,5.97,1.8
124.0,4.81,11.09,7.02,1.7
123.0,4.51,13.27,6.11,1.1
146.0,8.09,16.69,5.16,0.7
131.0,5.31,15.67,5.29,0.8
135.0,5.25,16.03,5.46,0.7
151.0,6.85,19.78,4.96,0.9
133.0,9.64,7.79,7.15,0.9
133.0,5.35,15.94,5.48,1.0
142.0,8.05,15.54,5.15,0.8
131.0,5.26,14.57,5.68,0.8
132.0,5.21,14.89,5.66,0.8
150.0,6.78,18.2,5.47,1.0
131.0,9.36,7.95,6.92,1.1
130.0,5.32,14.84,5.47,1.1
149.0,5.62,14.43,7.85,0.7
128.0,5.22,11.81,6.82,0.8
131.0,5.46,11.27,7.18,1.0
159.0,7.12,13.28,8.74,1.3
165.0,7.17,14.85,8.75,1.2
287.0,14.85,12.84,19.58,0.3
175.0,10.68,16.0,8.1,1.4
245.0,13.08,17.06,13.83,2.1
246.0,12.42,18.32,13.7,1.0
269.0,12.89,16.99,16.56,1.3
200.0,11.64,7.41,13.52,0.0
271.0,19.22,17.25,13.95,1.2
240.0,14.62,14.86,13.58,1.7
262.0,17.84,16.53,13.84,1.4
283.0,18.82,16.9,15.62,1.2
270.0,15.67,22.86,12.9,2.2
271.0,19.22,17.25,13.95,1.2
243.0,22.57,0.0,16.25,0.0
226.0,22.51,0.12,15.08,0.0
192.0,24.02,0.0,9.89,0.0
193.0,24.09,0.0,10.74,0.0
240.0,20.96,3.98,14.99,0.2
192.0,24.07,0.0,9.91,0.0
294.0,16.26,13.0,19.67,0.3
277.0,18.23,7.15,19.01,0.3
294.0,16.26,13.0,19.67,0.3
218.0,19.42,6.31,12.8,0.2
192.0,24.07,0.0,9.91,0.0
218.0,19.42,6.31,12.8,0.2
233.0,18.61,7.28,13.77,0.2
191.0,19.8,7.28,8.56,0.2
243.0,22.61,0.0,16.29,0.0
192.0,24.07,0.0,9.91,0.0
226.0,22.51,0.12,15.08,0.0
193.0,24.09,0.0,10.74,0.0
226.0,22.51,0.12,15.08,0.0
193.0,24.09,0.0,10.74,0.0
243.0,22.61,0.0,16.29,0.0
192.0,24.07,0.0,9.91,0.0
227.0,22.39,0.0,15.31,0.0
175.0,24.36,0.0,8.56,0.0
264.0,23.08,0.0,18.35,0.0
257.0,23.42,0.6,18.04,0.0
260.0,21.42,3.98,16.87,0.2
323.0,17.77,15.0,21.28,0.3
294.0,18.62,7.15,20.59,0.3
323.0,17.77,15.0,21.28,0.3
250.0,19.03,7.28,15.49,0.2
265.0,23.13,0.0,18.39,0.0
257.0,23.42,0.6,18.04,0.0
257.0,23.42,0.6,18.04,0.0
265.0,23.13,0.0,18.39,0.0
247.0,22.6,0.0,16.69,0.0
129.0,18.88,1.58,5.21,0.0
137.0,18.97,3.22,5.58,0.3
114.0,10.07,11.66,2.86,0.7
111.0,9.81,10.99,3.03,0.8
298.0,25.73,0.0,20.8,0.0
185.0,25.3,0.9,8.1,0.0
164.0,26.68,0.0,6.33,0.0
164.0,26.79,0.0,6.36,0.0
201.0,10.88,18.05,9.93,1.3
157.0,10.26,10.63,8.13,1.7
201.0,27.14,0.0,10.31,0.0
234.0,21.28,8.51,12.77,4.3
224.0,23.64,3.64,12.73,3.6
245.0,19.45,0.0,17.95,0.0
164.0,26.79,0.0,6.36,0.0
196.0,25.07,0.1,10.65,0.0
164.0,26.79,0.0,6.36,0.0
165.0,27.32,0.0,5.32,0.0
203.0,24.7,0.0,10.8,0.0
165.0,27.32,0.0,5.32,0.0
251.0,21.75,7.14,15.02,0.2
164.0,26.18,0.07,6.58,0.0
251.0,21.75,7.14,15.02,0.2
164.0,26.18,0.07,6.58,0.0
180.0,21.98,7.31,6.36,0.2
211.0,19.89,7.31,10.74,0.2
180.0,21.98,7.31,6.36,0.2
179.0,26.74,0.0,7.2,0.0
217.0,24.19,0.0,12.57,0.0
179.0,26.74,0.0,7.2,0.0
164.0,26.79,0.0,6.36,0.0
196.0,25.07,0.1,10.65,0.0
164.0,26.79,0.0,6.36,0.0
217.0,24.19,0.0,12.57,0.0
179.0,26.74,0.0,7.2,0.0
156.0,26.03,0.0,5.38,0.0
196.0,23.58,0.0,10.86,0.0
156.0,26.03,0.0,5.38,0.0
98.0,17.4,2.92,1.86,0.0
98.0,17.4,2.92,1.86,0.0
7.0,0.22,1.42,0.0,0.0
195.0,10.63,14.9,10.67,2.1
228.0,7.84,10.38,17.2,0.7
230.0,9.01,9.72,17.15,0.7
215.0,10.29,14.7,12.79,2.4
219.0,10.39,17.48,11.99,2.7
215.0,9.89,15.45,12.71,1.8
223.0,9.94,18.75,11.98,1.7
202.0,10.01,7.09,14.98,1.7
100.0,14.11,2.41,3.71,0.5
99.0,10.2,10.25,2.08,3.0
126.0,8.99,14.35,3.65,2.8
139.0,13.32,2.41,8.22,0.5
118.0,9.8,10.25,4.33,3.0
106.0,8.5,10.82,3.38,3.2
160.0,12.04,6.68,9.35,1.9
118.0,9.8,10.25,4.33,3.0
95.0,9.92,9.68,1.91,2.4
232.0,14.76,17.67,11.01,1.5
304.0,12.5,25.76,16.42,1.8
324.0,12.08,25.76,18.8,1.8
260.0,7.36,26.81,13.78,4.4
207.0,4.05,45.38,0.38,0.7
195.0,1.82,13.2,15.15,0.0
189.0,7.93,3.33,15.99,0.0
384.0,8.2,81.5,2.8,4.2
231.0,12.39,0.0,20.16,0.0
400.0,4.55,90.28,2.27,4.5
535.0,7.65,59.4,29.66,3.4
511.0,7.64,59.67,29.37,3.3
390.0,4.1,68.4,14.8,3.1
545.0,10.99,51.77,33.66,4.4
545.0,10.99,51.77,33.66,4.4
492.0,4.33,71.19,21.13,2.8
506.0,11.02,60.17,25.45,3.4
474.0,6.43,66.44,21.04,2.0
484.0,7.42,63.65,23.11,2.5
500.0,5.44,56.94,27.82,4.1
510.0,5.71,64.69,25.42,1.0
366.0,2.2,80.4,9.3,2.1
396.0,1.72,79.42,7.93,0.8
446.0,3.3,74.47,14.99,1.2
483.0,6.46,63.16,22.72,2.2
535.0,7.65,59.4,29.66,3.4
487.0,7.82,64.13,24.72,2.8
393.0,3.33,65.31,13.22,2.0
539.0,5.41,62.36,29.73,5.4
49.0,0.64,10.68,0.4,0.6
67.0,3.39,13.46,0.0,0.0
64.0,3.46,10.15,1.11,0.1
54.0,1.35,8.41,1.64,0.4
74.0,3.41,10.09,2.15,0.3
65.0,3.44,10.98,0.83,0.1
76.0,2.99,12.13,1.9,0.7
49.0,3.18,8.64,0.19,0.0
57.0,3.13,8.87,0.95,0.0
65.0,3.09,8.56,1.99,0.0
63.0,3.11,8.62,1.78,0.0
73.0,3.04,8.38,2.92,0.0
83.0,3.17,10.34,3.39,0.8
269.0,0.0,67.21,0.0,0.0
153.0,1.4,34.56,0.97,0.0
341.0,19.3,2.63,28.1,0.0
102.0,7.09,11.51,2.74,0.9
74.0,1.56,14.46,0.97,1.1
43.0,1.34,5.74,1.68,1.2
117.0,2.98,15.72,5.05,2.1
83.0,9.78,3.84,3.23,0.8
131.0,9.91,11.15,5.43,1.5
134.0,10.36,11.16,5.57,1.5
44.0,0.86,4.7,2.87,1.8
419.0,6.05,48.87,22.21,2.6
246.0,0.33,60.6,0.06,1.0
246.0,19.02,6.79,15.35,0.2
162.0,11.8,10.3,7.9,1.0
148.0,18.23,4.44,5.73,0.0
108.0,18.34,4.46,1.2,0.0
230.0,13.07,14.43,12.9,0.5
143.0,16.14,6.74,5.2,0.1
109.0,18.57,4.52,1.22,0.0
64.0,2.07,8.59,2.83,2.5
71.0,2.05,8.58,3.54,2.5
68.0,2.06,8.59,3.18,2.5
46.0,2.11,8.84,0.65,2.6
64.0,1.91,8.94,2.81,2.3
71.0,1.89,8.93,3.59,2.3
68.0,1.9,8.93,3.2,2.3
44.0,1.95,9.19,0.45,2.4
100.0,2.84,12.37,4.74,3.4
83.0,2.78,12.68,2.33,4.3
89.0,2.77,12.67,3.05,4.3
86.0,2.78,12.68,2.69,4.3
65.0,2.85,13.05,0.15,4.4
86.0,2.78,12.68,2.69,4.3
220.0,15.98,21.38,7.65,2.4
239.0,16.58,19.13,10.5,2.1
222.0,15.08,23.09,7.48,1.0
241.0,15.81,20.62,10.35,0.9
234.0,15.99,18.43,10.55,0.8
93.0,11.32,2.65,4.33,1.2
217.0,2.05,33.56,8.66,1.6
231.0,2.66,36.2,8.86,4.0
237.0,2.37,38.07,8.69,1.8
217.0,2.22,32.98,8.66,1.7
128.0,1.36,28.22,1.05,1.8
89.0,0.0,7.8,0.19,0.0
357.0,1.17,53.21,16.31,0.2
31.0,0.21,2.92,2.08,0.0
230.0,2.29,5.54,23.84,2.2
37.0,0.21,9.07,0.02,0.0
18.0,0.22,4.24,0.0,0.0
183.0,6.61,2.81,15.94,0.7
135.0,3.53,18.46,5.43,2.7
1.0,0.12,0.0,0.02,0.0
0.0,0.1,0.0,0.0,0.0
396.0,6.49,51.29,18.44,1.4
365.0,6.8,45.07,17.55,1.2
322.0,4.2,50.17,11.8,1.2
372.0,6.2,50.9,16.4,2.4
136.0,1.0,11.38,9.97,0.0
71.0,0.8,9.1,3.5,0.0
154.0,0.6,31.72,2.7,0.0
71.0,0.8,9.1,3.5,0.0
251.0,0.69,35.07,13.5,1.1
71.0,0.8,9.1,3.5,0.0
136.0,1.0,11.38,9.97,0.0
529.0,2.48,59.29,32.92,0.0
431.0,1.9,73.4,15.7,0.0
482.0,0.68,75.42,21.47,1.2
136.0,1.0,11.38,9.97,0.0
529.0,2.48,59.29,32.92,0.0
6.0,0.1,1.3,0.04,0.4
71.0,1.98,12.6,1.38,0.0
35.0,1.27,5.91,0.7,0.0
1.0,0.12,0.0,0.02,0.0
0.0,0.11,0.0,0.01,0.0
0.0,0.1,0.0,0.0,0.0
1.0,0.12,0.0,0.02,0.0
40.0,1.67,5.63,1.13,0.0
40.0,1.69,5.7,1.15,0.0
64.0,2.56,10.22,1.47,0.0
64.0,2.56,10.23,1.47,0.0
52.0,2.61,10.24,0.09,0.0
50.0,0.88,8.8,1.24,0.1
52.0,2.6,10.2,0.09,0.0
50.0,0.88,8.76,1.24,0.1
27.0,1.71,2.75,0.99,0.0
27.0,1.72,2.76,0.99,0.0
19.0,1.75,2.77,0.07,0.0
17.0,0.6,1.83,0.85,0.1
19.0,1.75,2.76,0.07,0.0
17.0,0.6,1.82,0.84,0.1
34.0,0.11,7.84,0.19,0.0
14.0,0.15,1.89,0.71,0.0
16.0,0.15,2.38,0.7,0.0
27.0,0.14,5.11,0.69,0.0
5.0,0.1,1.14,0.0,0.0
16.0,0.09,3.97,0.01,0.0
9.0,0.12,1.67,0.18,0.0
9.0,0.1,1.69,0.18,0.0
50.0,1.58,8.95,0.91,0.0
51.0,1.59,8.99,0.92,0.0
43.0,1.62,9.0,0.06,0.0
42.0,0.55,8.1,0.78,0.0
43.0,1.61,8.96,0.07,0.0
42.0,0.55,8.07,0.78,0.0
27.0,1.75,2.81,1.01,0.0
27.0,1.75,2.82,1.01,0.0
40.0,1.69,6.12,0.99,0.0
19.0,1.79,2.83,0.07,0.0
32.0,1.73,6.13,0.08,0.0
18.0,0.61,1.86,0.86,0.1
31.0,0.59,5.18,0.84,0.1
40.0,1.69,6.09,0.98,0.0
19.0,1.78,2.82,0.07,0.0
32.0,1.72,6.1,0.08,0.0
24.0,1.36,2.83,0.79,0.1
31.0,0.59,5.16,0.84,0.0
3.0,0.12,0.61,0.0,0.0
351.0,11.6,76.0,0.2,0.0
457.0,4.22,68.16,20.14,0.0
16.0,0.15,2.38,0.7,0.0
465.0,0.0,86.28,13.33,0.0
27.0,0.14,5.11,0.69,0.0
3.0,0.1,0.64,0.0,0.0
353.0,12.2,75.4,0.5,0.0
16.0,0.15,2.37,0.7,0.0
438.0,2.4,82.96,11.29,0.0
27.0,0.15,5.11,0.7,0.0
392.0,2.36,94.92,0.36,0.0
16.0,0.1,3.96,0.02,0.0
3.0,0.1,0.63,0.0,0.0
43.0,2.81,4.35,1.61,0.0
43.0,2.82,4.37,1.62,0.0
55.0,2.73,7.53,1.57,0.0
30.0,2.88,4.39,0.1,0.0
42.0,2.79,7.54,0.1,0.0
28.0,0.97,2.82,1.37,0.1
40.0,0.94,6.01,1.33,0.1
55.0,2.72,7.49,1.57,0.0
30.0,2.87,4.37,0.1,0.0
42.0,2.78,7.51,0.1,0.0
28.0,0.97,2.81,1.36,0.1
40.0,0.94,5.99,1.33,0.1
23.0,1.18,2.71,0.83,0.0
40.0,1.13,6.89,0.8,0.0
15.0,0.32,2.46,0.43,0.2
1.0,0.12,0.0,0.02,0.0
0.0,0.1,0.0,0.0,0.0
1.0,0.12,0.0,0.02,0.0
14.0,0.15,1.88,0.71,0.0
16.0,0.15,2.37,0.7,0.0
27.0,0.15,5.11,0.7,0.0
5.0,0.1,1.13,0.0,0.0
16.0,0.1,3.96,0.02,0.0
27.0,0.11,6.47,0.04,0.0
117.0,0.94,10.45,7.98,1.9
404.0,0.85,22.4,34.53,0.0
159.0,0.88,12.35,11.78,1.9
113.0,0.91,13.65,6.34,2.1
54.0,3.16,5.65,2.99,4.2
61.0,3.14,5.64,3.76,4.2
58.0,3.15,5.65,3.37,4.2
34.0,3.24,5.81,0.65,4.3
55.0,2.89,6.88,2.58,2.7
61.0,2.88,6.87,3.3,2.7
58.0,2.88,6.88,2.94,2.7
36.0,2.96,7.08,0.41,2.8
58.0,3.15,5.65,3.37,4.2
39.0,0.8,8.4,0.08,0.1
60.0,3.12,6.91,2.06,0.1
58.0,4.34,7.0,1.28,0.1
48.0,2.73,7.44,0.7,0.3
38.0,1.12,7.88,0.12,0.4
492.0,5.1,65.36,24.72,2.0
514.0,5.37,63.78,26.22,1.3
446.0,6.9,74.1,13.8,1.1
509.0,3.0,70.09,24.1,0.9
450.0,6.2,68.7,18.1,2.8
492.0,5.1,65.36,24.72,2.0
373.0,7.63,66.99,8.38,1.4
405.0,4.8,63.9,16.3,2.1
401.0,2.94,63.55,16.95,1.5
405.0,4.8,63.9,16.3,2.1
464.0,5.35,67.34,19.55,1.3
503.0,4.1,68.83,23.5,1.9
470.0,6.52,65.01,21.11,1.6
433.0,3.38,72.7,14.93,0.4
405.0,4.8,63.9,16.3,2.1
464.0,5.21,71.0,19.14,2.9
492.0,5.1,65.36,24.72,2.0
425.0,2.94,63.52,17.65,0.0
505.0,5.83,59.24,28.96,2.5
451.0,5.97,67.49,17.91,3.0
450.0,3.9,73.4,16.8,1.6
433.0,6.6,72.7,14.2,3.4
464.0,5.21,71.0,19.14,2.9
436.0,2.94,76.17,13.24,2.9
433.0,6.6,72.7,14.2,3.4
450.0,6.2,68.7,18.1,2.8
440.0,3.23,63.26,19.35,1.6
497.0,4.33,68.2,24.52,2.7
507.0,4.5,67.87,24.2,2.3
460.0,3.02,61.22,22.55,5.1
417.0,8.1,79.0,6.9,3.0
348.0,3.7,70.9,7.3,4.6
378.0,4.2,84.0,2.7,1.6
348.0,3.7,70.9,7.3,4.6
416.0,5.6,76.9,9.8,2.2
474.0,2.19,76.03,17.89,2.5
465.0,6.36,68.97,18.57,2.8
464.0,9.8,66.7,17.6,3.1
365.0,10.6,59.7,9.1,1.0
430.0,5.6,73.8,12.8,1.0
437.0,5.13,62.65,18.94,0.8
460.0,3.02,61.22,22.55,5.1
417.0,3.4,80.5,9.0,0.0
421.0,4.0,67.7,16.9,2.0
421.0,4.0,67.7,16.9,2.0
421.0,4.0,67.7,16.9,2.0
435.0,4.55,63.26,18.18,0.0
417.0,3.4,80.5,9.0,0.0
350.0,5.66,81.3,0.26,0.0
430.0,5.6,73.8,12.8,1.0
464.0,9.8,66.7,17.6,3.1
492.0,5.1,65.36,24.72,2.0
450.0,6.2,68.7,18.1,2.8
398.0,2.61,55.62,18.29,2.6
398.0,2.61,55.62,18.29,2.6
449.0,4.8,69.9,18.0,2.9
450.0,6.2,68.7,18.1,2.8
457.0,5.72,67.56,20.92,3.5
450.0,6.2,68.7,18.1,2.8
473.0,8.92,58.15,23.82,2.1
478.0,8.8,65.6,21.1,1.9
417.0,3.4,80.5,9.0,0.0
523.0,10.34,50.52,31.03,3.4
475.0,7.8,59.51,25.29,3.0
514.0,5.37,63.78,26.22,1.3
417.0,8.1,79.0,6.9,3.0
450.0,6.2,68.7,18.1,2.8
401.0,4.1,68.0,13.6,1.2
398.0,2.61,55.62,18.29,2.6
348.0,3.7,70.9,7.3,4.6
514.0,5.37,63.78,26.22,1.3
461.0,4.5,68.0,22.1,4.1
483.0,4.5,72.1,20.0,1.5
514.0,5.37,63.78,26.22,1.3
451.0,5.37,75.99,14.0,1.3
515.0,5.05,62.6,28.31,2.1
523.0,10.34,50.52,31.03,3.4
502.0,3.84,70.64,23.24,1.6
526.0,3.45,65.99,27.59,3.4
378.0,4.2,84.0,2.7,1.6
492.0,5.1,65.36,24.72,2.0
483.0,4.5,72.1,20.0,1.5
